ID,delta_r,
COYHUV,2.894883,
AHUHOB,3.171865,
CPGXMR20,2.194500,
CPXZBC10,4.055492,
CUBBAE,1.465226,
CUBJOZ,1.077649,
CUBMIW,4.287853,
CUBPAQ,0.702730,
CUBQAR,0.230940,
CUCYEH,1.024541,
CUCYUX,1.736505,
CUDDEK,2.673862,
AHUWAC,0.000020,
ABTBTR,1.707212,
CUDPOG,1.751279,
CUGBUC,4.110061,
CUGJOG,1.583863,
CUGPEB,2.972940,
CUHXUA,2.571583,
CUKFIY,6.054603,
CUMBIY,1.108467,
CUMKAX,3.001715,
CUMKUR,2.566471,
CUMLAY,2.575210,
AJANEG,1.080927,
CUMLEC,0.951153,
CUMWIS,2.076922,
CUNKUT,1.616137,
CUNWIS,2.175237,
CUPWUI,1.601802,
CUPXAP,1.995853,
CURGUT,1.814084,
CURKAC,0.840668,
CURKEG,0.000000,
CUSBOK,0.001227,
AJAPUZ,2.399853,
CUSBUQ,0.003781,
CUTMOT,1.532338,
CUTNOU,3.060865,
CUTQAJ,1.947263,
CUTYAR,2.580178,
CUVLOW,1.896865,
CUVMAJ,1.434353,
CUXHEK,1.451859,
CUYJOV,0.000000,
CUYQAO01,2.746441,
AJOJAM,2.151785,
CUZPAP,1.550588,
CXAEZT10,2.128774,
CXMIPA,3.040521,
CYCYPH10,6.229427,
CYMINO02,1.044270,
CYSTEA,2.819243,
CYTIAC,7.430400,
DABBER,4.904706,
DABCEP,2.213398,
DABJUP,3.938706,
AJOZII,0.000000,
DABLID,4.860348,
DABWAH,6.382391,
DABYEL,1.706333,
DACQOR,0.016083,
DACZEN,2.392754,
DADTOU,3.172990,
DADWOX,1.199297,
DAFHAT,0.000000,
DAFPIJ,0.507013,
DAFQAF,2.531249,
AJUDIT,4.129765,
DAHKIJ,1.034086,
DAHKOP,1.070725,
DAHNIM,3.181505,
DAKDAU,2.440150,
DALKAF,1.969863,
DALPEL,2.258587,
DALTOZ,2.867754,
DALVER,3.165641,
DAMNOV,0.997513,
DANZUO,1.622584,
AJUFAN,3.853588,
DAPBAY,1.611319,
DAPCEF,3.808014,
DAPTOE,1.748965,
DARTAS,2.371362,
DASBAB,0.970972,
DATCUZ,0.846309,
DATMAN,0.837347,
DAVHOZ,1.779234,
DAXWEH,1.984238,
DAYVAA,3.707258,
AJUFER,4.021594,
DAYYEJ,2.569177,
DAZDUG,2.806081,
DAZJOF,2.394564,
DCHCBN,2.538304,
DEBZEP,0.970037,
DECCIY,0.000000,
DEFLEG,2.194797,
DEGVOC,1.792505,
DEHYIB,3.798863,
DEJYOH,2.509515,
AJUWEH,2.274531,
DELMUD,3.710661,
DEMXTC10,2.346392,
DENDIJ,0.923065,
DENTIZ,0.000039,
DEPRUM,0.274437,
DEPWON,1.514290,
DEPYIG,1.195922,
DERBEI,2.287005,
DERBIM,1.873484,
DERBOS,0.533803,
AKADIA,4.717438,
DERBUY,1.117049,
DERCAF,2.114909,
DERQUP,2.439902,
DERTID,0.000000,
DERTOJ,0.196428,
DETWUV,4.996065,
DETZOU,2.310400,
DEVWEH,2.656451,
DEVXUX,1.286520,
DEVZUC,5.353078,
AKAGER10,1.789471,
ABUQOF,1.895691,
DEWLID,1.580093,
DEWREC,3.622655,
DEXBUG,1.850127,
DEXCAN,1.462087,
DEXVIM,2.901913,
DEXXEL,2.777820,
DEZMUQ,3.569517,
DEZSOQ,2.014959,
DEZXEO,2.866926,
DEZYIT,2.454561,
AKATEM,2.625634,
DIDHED,2.920827,
DIFXAU,4.471393,
DIFXEW,0.997029,
DIGDIG01,0.868947,
DIGNAJ,3.673681,
DIHYIC,0.000000,
DIJDAC,0.150796,
DIJFEI,0.162603,
DIJFIM,0.167103,
DIJFOS,0.129235,
AKATIQ,3.130122,
DIJFUY,0.136233,
DIJVEZ,2.407224,
DIJZUT,2.630487,
DILCEI,1.758737,
DILNAN,4.405242,
DIMRUO,2.802963,
DIPFIU,6.101496,
DIPFOX10,0.941144,
DIPVOT,1.163471,
DIPWIL,1.869820,
AKATOW,2.909600,
DIPWOR,2.419983,
DIPWUX,2.529526,
DIQDAI,0.000000,
DIQPAX,2.657646,
DIQPIF,2.320396,
DIQSOO,0.569936,
DIQSUU,1.139166,
DIQTAB,1.057745,
DISGIV,2.806186,
DITLAT,3.429081,
AKEQEN,1.746514,
DITMAW,3.631110,
DITSEH,1.953388,
DIVBOC,2.445313,
DIVPAC,1.274318,
DIVWUD,3.385226,
DIWPIJ,3.773322,
DIWSEJ,3.026312,
DIWSEK,2.199325,
DIWWEN,1.502261,
DIWXAI,3.170937,
AKEQIR,1.891163,
DIXNEE,3.859296,
DIXRUA,3.927174,
DIYJAX,1.504034,
DIZROV,2.434894,
DIZXIV,2.672526,
DLMETA01,1.925757,
DMOXAN01,0.000000,
DMTPCP10,0.271514,
DOBZEB,0.000000,
DOCMUE,0.000000,
AKEVAP,5.073580,
DOCNAL,0.000000,
DOCYIF,3.989729,
DOCZEC,2.752450,
DOFPUM,3.829973,
DOGNOF,7.653722,
DOGWEE,2.889951,
DOGYOQ,1.155374,
DOHCEL,2.014631,
DOHCIP,0.006663,
DOHCOV,0.001843,
AKIBON,3.149326,
DOHCUB,1.516156,
DOJXAC,2.729863,
DOKJUK,0.887752,
DOKJUL,1.616960,
DOKKAR,0.973170,
DOKXIM,0.000000,
DOLVIL,2.630742,
DOMNAW,3.673850,
DOMSUT,3.317284,
DONHAS,1.798142,
AKIPUF,1.482756,
DONHOG,1.490142,
DOPJIB,1.286943,
DOPKUR,2.103500,
DOPLAY,1.793563,
DOPLEC,1.842093,
DOPLIG,2.252356,
DOPSAC,0.080185,
DOPTEK,1.886057,
DOPTIO,1.876528,
DOPTOU,3.448978,
AKOBOR,1.336959,
DOQMOM,1.912076,
DOQRIM,0.453836,
DOSTEK,0.564549,
DOTNIJ,0.371308,
DOTSUA,3.894401,
DOTTIP01,3.036367,
DOTTOY,1.695083,
DOVQAJ,2.202071,
DOWCUQ,2.151167,
DOWGOO,2.030244,
AKOBOT,2.450589,
ACAPIE,4.063182,
DOWGUU,1.992537,
DOWHAB,2.823902,
DOWHEF,2.716497,
DOWPAI,3.079766,
DOWPEM,3.092254,
DOWPIQ,3.024306,
DOWPOW,3.547408,
DOWRUD,0.025544,
DOXQIQ,2.217225,
DOXTES,1.986537,
AKOHUF,2.844109,
DOXVUK,3.956562,
DOXXUL,1.672118,
DOYCOJ,0.397507,
DOYJUW,3.102320,
DOYNAJ,1.858307,
DOYNEN,0.799631,
DOYRAL,2.661078,
DOYSAO,0.739182,
DOYSES,3.587890,
DOYSOC,2.630739,
AKOWEE,1.799153,
DOYVUL,2.608685,
DOZBEC,0.250975,
DOZBIG,0.255157,
DOZBOM,0.283910,
DOZBUS,0.244411,
DOZCED,0.276089,
DOZHUV,1.037830,
DOZLAF,2.566021,
DOZLEJ,1.904011,
DOZXAS,2.853763,
AKOYEE,3.496547,
DPCDCO10,2.172424,
DPTBUO,0.886056,
DPTFUL01,0.000000,
DUDDAI,4.396106,
DUDMEU,0.003155,
DUDYUY,6.240135,
DUFLAU,4.033940,
DUHMOI,2.953800,
DUJPUU,1.632413,
DUKFIB,1.058390,
AKUQUU,3.049062,
DUKNIJ,3.559702,
DULHUN,1.154607,
DULYOA,3.102962,
DUMQOT,3.129073,
DUMXOZ,0.000002,
DUPLUV,1.085327,
DUQRIT,3.462184,
DURRUG,1.132877,
DUSCAX,1.502943,
DUTJOT,1.081330,
ALAGLY,1.540997,
DUTLUA,1.905930,
DUTNAI,3.483944,
DUTQEP,3.549624,
DUTQOZ,5.622072,
DUTSES,1.751553,
DUVFIJ10,1.311244,
DUVLOV,0.449889,
DUWFOQ01,0.535356,
DUWNAL,0.030242,
DUWXIC,0.000000,
ALANEH01,0.616058,
DUXVIC,2.785143,
DUXXUR,1.702887,
DUXYAW01,1.294410,
DUYDEH,1.587445,
DUZCOR,2.328679,
EACBUT,0.000737,
EBAYOV,0.180639,
EBEQOS,4.780595,
EBERAF,4.360102,
EBILOT,3.548866,
ALAQEK,1.695122,
EBORIZ,2.864765,
EBUTUQ,10.339248,
EBUWOQ,2.573412,
EBUZUX,4.586829,
ECADUI,1.751651,
ECIQUE,4.177764,
ECIREP,4.555166,
ECUDAK,2.322668,
ECUDEO,2.220157,
ECUHEP,0.031520,
ALAREL,2.253588,
ECUWAA,2.308154,
EDAPOR,2.383582,
EDAPUX,2.477261,
EDAQAE,2.362485,
EDAQIM,2.370497,
EDECUL,2.798872,
EDEKAA,2.284888,
EDEKEE,2.287729,
EDONAP,4.187484,
EDOPEU,2.659140,
ALARIP,2.498844,
EDUGUI,1.260933,
EFACAR,3.534327,
EFAFAU,2.217761,
EFAHEA01,2.518135,
EFAKUT,3.419471,
EFEFOK01,1.381786,
EFERIS,3.594126,
EFIHIK01,2.162805,
EFIRUG,1.987620,
EFODUA,3.203548,
ALAROV,2.160183,
ACEFOG,2.231654,
